1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.771522     0.00288028      0.16     40.5988
1     0.895194     0.0117928      0.11     87.2626
1     0.902526     0.0117053      0.11     80.7901
1     0.902526     0.0117053      0.11     80.7901
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     1     1      -1     0
1     0.981187     0.00451925      0.11     77.3114
1     0.966611     0.00670038      0.17     29.3425
1     1     1      -1     33.5689
1     0.931955     0.0470035      -0.11     37.1407
1     0.966611     0.00670038      0.17     29.3425
1     0.832799     0.04311      0.00999999     23.3747
1     0.832799     0.04311      0.00999999     23.3747
