1     0.850389     0.00653173      -0.05     35.7088
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00661086      -0.05     37.4686
1     0.850389     0.00695174      -0.05     27.6744
1     0.850389     0.00622003      -0.05     49.907
1     0.313759     0.00129017      0.00999999     12.5973
1     0.592909     0.00661086      -0.05     38.558
1     0.568533     0.00659884      -0.05     23.4995
1     0.568533     0.00659884      -0.05     23.4995
1     0.764837     0.00539124      0.0599999     58.9078
1     0.764837     0.00539124      0.0599999     58.9078
1     0.764837     0.00539124      0.0599999     58.9078
1     0.568533     0.00659884      -0.05     23.4995
