1     0.848143     0.00594192      0.00999999     66.1752
1     0.848143     0.00594192      0.00999999     66.1752
1     0.848143     0.00594192      0.00999999     66.1752
1     0.848143     0.00594192      0.00999999     66.1752
1     0.57859     0.00197692      0.0599999     32.8059
1     0.767896     0.00594192      0.00999999     84.0536
1     0.783247     0.00583705      0.00999999     76.041
1     0.783247     0.00583705      0.00999999     76.041
1     -nan     -nan      -1     0
1     -nan     -nan      -1     0
1     0.800206     0.00545979      0.0799999     93.8527
1     0.800206     0.00545979      0.0799999     93.8527
1     0.783247     0.00583705      0.00999999     76.041
