1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.93879     0.035922      0.04     60.9974
1     0.771522     0.00288028      0.16     40.5988
1     0.895194     0.0117928      0.11     87.2626
1     0.902526     0.0117053      0.11     80.7901
1     0.902526     0.0117053      0.11     80.7901
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.960382     0.027989      0.12     91.002
1     0.902526     0.0117053      0.11     80.7901
